id,male,age,marital,education,balance,housing,treatment,donation
10576,1,44,married,secondary,7635,yes,1,277.5
10577,1,31,married,tertiary,24,yes,0,224.2
10578,0,38,single,tertiary,883,yes,0,173.7
10579,0,29,married,tertiary,751,yes,1,239
10580,0,36,single,tertiary,340,yes,0,215.1
10581,0,32,married,secondary,950,yes,1,243.4
10582,0,36,married,secondary,3953,yes,1,236.3
10583,1,32,single,secondary,28,no,1,279.4
10584,0,28,married,tertiary,8,no,1,184.9
10585,1,57,married,secondary,0,no,0,306.9
10586,0,77,married,secondary,499,no,0,298.7
10587,1,35,married,primary,5304,yes,0,228.3
10588,0,38,married,tertiary,21,no,1,281.1
10589,1,34,married,tertiary,1671,yes,1,292.9
10590,1,36,single,secondary,760,no,0,265.3
10591,1,44,married,tertiary,-182,yes,1,291
10592,0,33,single,secondary,73,no,0,211.4
10593,1,34,divorced,primary,13204,yes,1,279.6
10594,0,38,married,secondary,1205,yes,1,271.3
10595,0,47,single,tertiary,33,yes,1,309.8
10596,0,58,married,tertiary,883,no,1,299.1
10597,1,39,divorced,secondary,687,no,0,237.3
10598,0,40,married,secondary,2,yes,0,250.3
10599,1,30,married,tertiary,102,yes,1,232.4
10600,0,37,married,secondary,4798,no,0,194.1
10601,1,61,divorced,tertiary,1471,yes,0,346.8
10602,0,31,single,tertiary,31,yes,1,242.1
10603,1,31,married,tertiary,33,yes,0,211.1
10604,1,42,married,secondary,-679,no,0,259.1
10605,0,52,married,secondary,-9,no,1,281.2
10606,1,35,single,secondary,81,yes,0,254.8
10607,1,36,married,tertiary,472,no,1,245.9
10608,1,41,married,primary,0,no,1,289.9
10609,0,48,married,tertiary,2537,no,1,283.2
10610,0,27,single,secondary,259,yes,1,245.9
10611,0,32,married,secondary,55,yes,0,199.4
10612,1,37,married,secondary,342,no,1,287
10613,0,57,married,secondary,452,yes,1,303.3
10614,0,32,married,tertiary,101,no,0,205
10615,0,33,married,secondary,932,yes,1,240.8
10616,1,41,married,primary,343,yes,1,306.6
10617,1,34,single,tertiary,462,yes,0,261.3
10618,1,51,married,secondary,-15,no,0,297.4
10619,1,46,married,tertiary,477,yes,1,324.9
10620,1,55,married,tertiary,197,no,0,278.2
10621,1,26,single,primary,3342,yes,1,264.2
10622,1,27,married,tertiary,58,yes,1,228.9
10623,0,56,married,unknown,800,no,1,313
10624,0,41,divorced,secondary,759,no,1,241.1
10625,1,36,married,tertiary,13,no,1,241.2
10626,0,59,married,tertiary,0,no,1,315.7
10627,0,41,married,unknown,389,yes,1,276.9
10628,0,29,married,tertiary,228,yes,1,192.7
10629,0,56,married,tertiary,-229,yes,1,324.5
10630,0,32,single,tertiary,133,no,1,210.3
10631,1,52,divorced,tertiary,1810,yes,0,294.7
10632,1,36,married,secondary,61,no,1,250.2
10633,1,47,married,primary,-9,no,0,241.8
10634,1,34,married,secondary,703,no,1,269.9
10635,0,30,single,tertiary,75,yes,0,159.8
10636,1,30,single,secondary,1922,yes,0,177.6
10637,0,58,single,secondary,883,no,1,297.8
10638,1,57,married,tertiary,501,yes,0,305.4
10639,1,29,single,tertiary,192,no,1,242.7
10640,1,55,married,tertiary,-31,no,1,338
10641,1,42,married,secondary,2,no,1,269.4
10642,1,39,married,secondary,7685,yes,1,274.4
10643,1,34,married,secondary,412,yes,1,229.1
10644,0,35,married,primary,725,yes,1,195.6
10645,0,44,single,tertiary,900,yes,0,221.7
10646,0,32,single,secondary,13711,yes,0,233.9
10647,0,49,married,secondary,1103,yes,1,266.8
10648,0,31,single,tertiary,574,no,1,244.3
10649,0,48,married,tertiary,306,no,0,215.2
10650,0,51,single,secondary,5403,yes,1,312.5
10651,0,34,divorced,secondary,44,yes,1,246.4
10652,0,36,married,secondary,16430,yes,0,282.3
10653,1,40,divorced,secondary,-375,yes,1,322.2
10654,1,42,single,unknown,0,no,1,305.9
10655,0,47,married,secondary,3676,no,1,267.6
10656,0,38,married,primary,279,yes,1,264.9
10657,1,30,single,tertiary,395,no,0,203.2
10658,1,30,married,secondary,0,yes,0,197.9
10659,1,35,married,secondary,977,yes,0,187.9
10660,0,51,single,tertiary,1178,yes,1,274.9
10661,1,29,single,secondary,437,no,0,200.5
10662,1,36,married,secondary,9324,no,0,254.3
10663,1,27,single,tertiary,6421,no,1,227.6
10664,1,51,single,secondary,2139,no,1,307.4
10665,1,32,divorced,secondary,948,no,0,218.7
10666,1,30,married,primary,-99,yes,1,228.7
10667,1,31,married,secondary,395,no,0,196.7
10668,0,57,married,secondary,49,no,1,275.2
10669,1,38,divorced,primary,23,no,1,268.8
10670,1,33,married,secondary,0,yes,1,251
10671,0,50,divorced,tertiary,907,yes,1,253.2
10672,1,53,divorced,secondary,255,no,0,275.3
10673,1,56,married,secondary,784,yes,0,287.9
10674,1,36,married,secondary,0,yes,0,215.7
10675,1,37,married,tertiary,6969,yes,0,275
10676,0,55,divorced,secondary,14,no,1,290.4
10677,1,35,single,unknown,-51,no,1,270.2
10678,0,28,single,secondary,11555,no,1,209.6
10679,0,42,married,primary,-1310,yes,0,238
10680,0,35,single,secondary,0,no,1,227.3
10681,1,36,single,tertiary,406,yes,0,240.2
10682,1,44,married,primary,773,no,0,268.6
10683,0,44,married,tertiary,1910,yes,0,232.1
10684,1,42,married,primary,1520,yes,0,236.9
10685,0,28,single,primary,775,yes,1,246.4
10686,0,43,married,unknown,2886,yes,1,247.7
10687,1,27,single,secondary,-145,no,1,241.1
10688,1,37,single,secondary,6101,no,1,277
10689,1,52,married,secondary,195,yes,0,266.8
10690,1,46,married,secondary,3533,yes,0,259
10691,1,47,married,secondary,168,yes,1,302.5
10692,0,55,married,secondary,865,yes,1,292.3
10693,1,28,single,secondary,330,no,0,168
10694,1,39,married,tertiary,7685,yes,1,295.2
10695,1,49,single,tertiary,852,yes,1,286.8
10696,1,59,married,primary,0,no,0,311.1
10697,0,50,divorced,tertiary,4,no,0,222.5
10698,0,33,single,secondary,-56,yes,1,229.6
10699,0,58,single,tertiary,1798,no,1,304.9
10700,0,48,married,secondary,5,yes,0,244
10701,0,39,single,tertiary,12437,yes,1,255.1
10702,1,57,married,tertiary,16063,no,1,342.3
10703,0,30,married,tertiary,-393,yes,0,172.7
10704,1,30,married,tertiary,227,yes,1,220.4
10705,0,46,married,secondary,2106,no,0,267.1
10706,0,34,divorced,tertiary,0,yes,0,204.1
10707,1,35,married,tertiary,152,no,0,248.4
10708,1,72,divorced,secondary,796,no,0,337.8
10709,1,39,married,primary,0,no,1,246.9
10710,1,44,married,unknown,310,no,0,284.9
10711,1,51,married,primary,35,no,1,324.1
10712,1,57,married,tertiary,35,no,1,327.9
10713,0,35,single,secondary,0,no,1,217.8
10714,0,36,married,secondary,0,no,1,261.2
10715,0,38,married,primary,0,yes,0,221.7
10716,1,46,married,secondary,3232,yes,1,300.7
10717,0,27,married,secondary,751,no,0,177.3
10718,0,42,divorced,secondary,364,no,0,249.8
10719,1,47,single,primary,1233,yes,1,294.7
10720,0,31,married,primary,171,yes,0,218.3
10721,0,29,single,tertiary,828,yes,1,214.9
10722,1,50,married,secondary,1772,no,1,299.1
10723,0,36,single,tertiary,2944,yes,1,234.3
10724,1,50,married,secondary,3924,yes,1,267.4
10725,0,40,married,secondary,-7,no,1,255.8
10726,1,48,married,tertiary,817,no,1,289.6
10727,0,46,married,secondary,123,no,1,305.4
10728,1,51,married,secondary,1415,no,1,311.9
10729,0,39,married,secondary,9374,yes,0,202.3
10730,0,37,single,primary,2442,yes,0,196
10731,0,32,single,secondary,-402,no,1,223.5
10732,0,57,single,secondary,1877,no,0,318.7
10733,0,47,divorced,tertiary,-1148,yes,1,263.6
10734,0,37,married,unknown,238,no,1,233.2
10735,0,49,married,tertiary,66,no,1,292.4
10736,0,34,divorced,tertiary,44,yes,1,221.9
10737,1,33,married,primary,467,yes,0,226.6
10738,0,32,single,tertiary,-59,yes,1,224.5
10739,0,45,single,tertiary,0,yes,1,229
10740,1,32,married,tertiary,694,no,0,210.5
10741,1,52,married,secondary,0,yes,0,252.8
10742,0,36,single,primary,442,yes,0,191.1
10743,1,27,single,tertiary,6421,yes,1,238.7
10744,0,39,single,secondary,12437,yes,1,255.4
10745,0,53,divorced,secondary,201,yes,1,278.8
10746,1,52,married,secondary,-1224,yes,0,249.3
10747,0,49,divorced,tertiary,1405,no,1,280.6
10748,0,38,married,tertiary,-314,no,1,240.4
10749,0,47,married,secondary,145,no,1,266.4
10750,1,26,married,tertiary,2469,yes,0,202.7
10751,1,39,married,secondary,-540,yes,0,237.7
10752,0,43,divorced,secondary,0,no,0,226.3
10753,0,30,married,tertiary,1221,yes,0,155.6
10754,1,37,married,secondary,215,yes,1,295
10755,0,64,married,primary,252,no,1,347.7
10756,0,30,single,tertiary,-522,yes,1,235.7
10757,0,45,married,secondary,1893,yes,1,280.1
10758,1,50,married,secondary,372,yes,1,313.4
10759,0,32,single,secondary,5514,no,1,207
10760,1,27,single,tertiary,-145,yes,1,245.7
10761,0,27,single,primary,390,no,1,219.2
10762,1,46,married,secondary,1427,yes,1,327.9
10763,0,30,single,secondary,445,no,1,209.2
10764,1,33,married,secondary,625,no,1,258.6
10765,1,29,single,tertiary,482,no,1,241.5
10766,0,37,married,secondary,655,yes,0,223.8
10767,0,24,married,secondary,556,yes,1,177.5
10768,0,39,married,primary,2226,no,1,255
10769,1,39,single,primary,-41,no,1,254.7
10770,1,73,married,secondary,796,no,0,337.9
10771,1,39,married,secondary,-540,yes,1,256.5
10772,1,39,divorced,tertiary,687,yes,1,237.1
10773,0,34,married,tertiary,244,yes,1,241.3
10774,0,44,married,tertiary,-11,yes,1,257.4
10775,1,39,married,secondary,0,no,1,308.3
10776,1,27,married,secondary,3931,no,1,246.1
10777,1,31,single,primary,1494,yes,0,217.7
10778,1,28,single,secondary,4745,yes,1,209.4
10779,1,31,single,secondary,2544,yes,1,244.7
10780,1,37,single,secondary,3665,yes,1,254
10781,1,30,divorced,secondary,1890,yes,1,265.4
10782,0,32,single,tertiary,1583,no,1,225
10783,1,37,single,primary,2317,yes,1,272.1
10784,1,42,single,tertiary,145,yes,1,273.4
10785,0,45,married,unknown,180,yes,0,243.2
10786,1,57,married,secondary,1172,yes,1,339.7
10787,0,53,married,secondary,1343,yes,1,288.2
10788,0,20,single,tertiary,6,no,1,168.9
10789,1,48,married,secondary,197,no,0,252.9
10790,0,35,married,secondary,407,no,0,206
10791,1,42,married,unknown,603,yes,0,258.3
10792,1,53,married,secondary,6095,no,0,329.7
10793,1,52,married,secondary,1339,yes,1,316
10794,1,31,married,secondary,589,yes,1,235.5
10795,0,39,married,primary,2226,yes,1,273.9
10796,0,33,married,tertiary,1064,yes,1,220.1
10797,0,33,divorced,tertiary,1354,yes,0,231.6
10798,1,45,single,tertiary,0,yes,1,265.1
10799,1,30,single,secondary,-477,yes,0,260.4
10800,1,31,married,tertiary,296,yes,0,204.2
10801,1,35,divorced,primary,487,no,1,248.1
10802,1,54,married,tertiary,8295,no,1,328.1
10803,0,52,divorced,secondary,179,yes,1,315.9
10804,0,33,married,secondary,302,yes,0,200.4
10805,1,37,divorced,secondary,1287,no,1,254.7
10806,1,49,married,tertiary,889,no,1,271.3
10807,1,35,married,secondary,0,yes,0,252.2
10808,0,38,single,secondary,-242,no,0,173.9
10809,0,34,married,tertiary,1972,yes,1,202
10810,0,50,divorced,secondary,-54,no,0,266
10811,1,39,married,secondary,0,no,1,246.3
10812,0,31,single,tertiary,1094,yes,1,251.6
10813,1,34,single,secondary,925,yes,0,249.4
10814,1,33,divorced,secondary,1268,yes,1,298.7
10815,0,39,single,primary,471,yes,1,227.5
10816,0,35,married,tertiary,13,no,0,193.4
10817,1,40,single,primary,888,no,0,254
10818,0,37,married,primary,4039,yes,0,211.6
10819,1,36,married,secondary,1477,no,0,272.3
10820,0,50,single,secondary,981,yes,0,262.3
10821,0,36,married,secondary,0,yes,0,236.1
10822,0,43,married,secondary,7727,yes,0,203
10823,1,41,married,tertiary,351,yes,0,254.1
10824,1,41,married,secondary,4075,no,0,223.2
10825,0,32,married,secondary,913,yes,1,185.8
10826,1,36,married,secondary,1169,yes,1,266.8
10827,0,35,married,secondary,0,yes,1,253.8
10828,1,48,married,tertiary,290,yes,1,298.3
10829,1,31,single,tertiary,464,no,1,244.6
10830,0,53,married,primary,70,yes,0,239.4
10831,0,47,divorced,secondary,-535,yes,1,268.2
10832,1,32,divorced,secondary,0,yes,1,277.3
10833,0,52,married,primary,1141,yes,1,250.4
10834,0,44,married,secondary,2984,yes,1,267.6
10835,1,32,single,secondary,406,no,1,256.8
10836,1,59,married,tertiary,817,no,0,319.2
10837,1,38,divorced,secondary,1871,no,1,279.4
10838,0,35,married,secondary,2971,no,1,252.7
10839,0,32,single,secondary,-255,yes,1,215
10840,1,45,divorced,secondary,1343,yes,1,300.8
10841,0,29,single,secondary,1070,yes,1,219.9
10842,1,48,married,unknown,1167,yes,1,336.3
10843,1,38,married,secondary,434,yes,0,235.6
10844,0,31,single,secondary,599,yes,0,160.3
10845,0,41,married,tertiary,419,yes,0,215.4
10846,0,34,married,primary,2542,yes,1,258.9
10847,0,57,single,tertiary,11494,no,1,314.8
10848,1,35,married,secondary,106,yes,1,296.7
10849,0,44,married,primary,6649,yes,0,232.6
10850,0,48,married,secondary,-202,yes,0,275.7
10851,0,54,married,secondary,1480,yes,1,290
10852,0,44,married,unknown,887,yes,0,268.8
10853,1,42,married,tertiary,439,yes,1,295.4
10854,1,32,married,secondary,9,yes,0,179.7
10855,0,45,married,tertiary,1410,no,0,268.5
10856,1,27,single,secondary,282,no,1,241.6
10857,1,53,divorced,primary,0,no,1,276.8
10858,1,47,single,tertiary,3940,yes,0,317.9
10859,1,38,married,secondary,228,no,1,279.9
10860,0,42,married,unknown,2187,yes,1,273.9
10861,0,47,married,tertiary,405,no,1,321.1
10862,1,46,single,tertiary,295,no,1,271.4
10863,0,42,married,secondary,520,no,1,253.7
10864,0,54,married,tertiary,-630,yes,1,313.1
10865,0,36,married,secondary,177,yes,1,229.3
10866,0,31,married,secondary,5191,no,0,164.9
10867,0,39,married,secondary,1072,yes,0,265
10868,1,33,married,secondary,263,yes,0,241.5
10869,0,40,married,secondary,89,no,0,191.2
10870,1,37,single,tertiary,20453,no,1,264.3
10871,0,33,single,tertiary,5137,yes,0,188.3
10872,0,48,single,secondary,4402,no,1,249.7
10873,1,47,divorced,tertiary,3250,yes,1,335.2
10874,1,37,married,secondary,260,yes,0,236.2
10875,1,49,married,secondary,2465,no,0,248.8
10876,0,56,married,primary,334,yes,0,255.1
10877,1,25,single,tertiary,760,yes,1,202.9
10878,0,28,married,secondary,655,yes,1,172.2
10879,0,31,divorced,tertiary,0,yes,1,207.7
10880,0,30,single,tertiary,127,no,0,170.6
10881,0,43,married,secondary,344,no,1,233.8
10882,1,40,married,primary,838,yes,0,294.9
10883,1,40,single,tertiary,3,yes,1,251.7
10884,1,56,married,tertiary,3391,no,0,278.7
10885,1,40,divorced,tertiary,1315,no,1,242.7
10886,0,53,divorced,secondary,98,no,1,303
10887,1,28,single,secondary,4745,yes,0,195.9
10888,1,34,married,tertiary,-319,yes,0,252.2
10889,1,42,married,primary,214,yes,0,194
10890,1,41,single,primary,764,no,0,241.8
10891,0,44,married,unknown,2319,yes,1,259
10892,1,34,single,tertiary,5039,no,1,242.3
10893,1,32,married,unknown,553,yes,0,260.4
10894,1,41,divorced,secondary,3355,no,1,303.3
10895,1,41,married,secondary,0,yes,1,323.1
10896,0,45,married,secondary,334,no,1,275.5
10897,1,32,married,primary,4,yes,1,265.9
10898,1,38,married,tertiary,432,no,1,290.5
10899,1,44,married,tertiary,134,no,1,280
10900,1,45,married,tertiary,-839,yes,0,258.4
10901,0,32,single,secondary,336,no,1,237.8
10902,1,51,married,secondary,1612,no,1,306.8
10903,0,41,married,secondary,641,yes,0,205.5
10904,0,40,married,secondary,51,yes,1,267.1
10905,0,47,divorced,tertiary,1266,yes,0,282
10906,1,46,divorced,tertiary,-824,yes,1,298.2
10907,0,32,married,primary,1005,yes,1,196.6
10908,0,51,single,tertiary,833,no,1,266.7
10909,1,32,single,tertiary,0,yes,0,262.3
10910,0,35,married,tertiary,0,no,0,205.5
10911,0,34,single,secondary,178,yes,1,265.1
10912,1,58,married,secondary,235,no,1,330
10913,1,53,divorced,tertiary,4554,no,0,284.4
10914,1,24,single,secondary,366,no,1,201
10915,1,35,single,tertiary,747,no,1,260.5
10916,1,51,married,unknown,2007,no,0,264.8
10917,0,43,divorced,secondary,167,no,1,211.4
10918,0,55,married,primary,1467,yes,0,282.7
10919,1,37,married,primary,1053,yes,0,259
10920,0,41,single,secondary,1020,yes,0,200.2
10921,1,31,married,secondary,1343,yes,1,247.1
10922,0,30,single,tertiary,3516,no,1,219.4
10923,0,41,married,primary,4900,yes,1,225
10924,0,34,married,secondary,2594,yes,0,234
10925,1,30,married,secondary,142,yes,1,301.5
10926,0,56,single,secondary,0,no,1,326.9
10927,1,34,married,secondary,263,no,1,220.5
10928,0,37,married,tertiary,430,yes,0,202.6
10929,0,53,married,secondary,665,no,0,277.3
10930,0,32,single,secondary,1831,yes,0,252.2
10931,0,29,single,secondary,950,yes,1,223.1
10932,0,38,married,tertiary,-278,yes,0,186.4
10933,0,27,single,secondary,5563,yes,0,183.8
10934,0,55,divorced,tertiary,10924,yes,1,263.6
10935,1,31,single,tertiary,775,yes,1,246.7
10936,1,30,married,secondary,227,no,0,226.6
10937,0,35,single,secondary,35,yes,1,269.6
10938,1,46,married,tertiary,1429,yes,0,271.8
10939,1,53,married,secondary,2289,yes,1,293.4
10940,1,56,divorced,tertiary,3172,no,1,294
10941,0,32,single,primary,118,yes,1,239.9
10942,1,31,married,tertiary,0,no,1,210.8
10943,0,58,divorced,secondary,975,no,1,341.5
10944,0,57,single,secondary,169,no,1,339.1
10945,1,56,single,secondary,1007,no,1,317.4
10946,0,39,married,tertiary,167,yes,1,220.5
10947,0,60,single,tertiary,231,no,0,330.8
10948,1,25,single,tertiary,119,no,1,204.8
10949,0,58,married,tertiary,172,no,1,294.2
10950,0,42,married,unknown,782,no,0,188
10951,0,30,single,secondary,901,yes,0,203.8
10952,0,27,single,unknown,468,no,1,232.8
10953,1,52,married,tertiary,431,no,0,253.2
10954,0,32,single,primary,336,no,1,227.7
10955,0,36,divorced,tertiary,356,yes,1,229.7
10956,1,44,married,secondary,-237,no,0,280.4
10957,0,37,married,primary,2707,yes,1,240.8
10958,0,33,married,secondary,9305,no,1,209
10959,0,52,divorced,primary,1545,yes,0,250.6
10960,1,36,divorced,primary,487,yes,1,249.7
10961,0,31,single,primary,62,no,0,183.6
10962,0,51,married,tertiary,5403,yes,1,304.4
10963,0,45,married,tertiary,2571,no,1,260.2
10964,0,35,married,primary,262,yes,1,212.4
10965,0,51,married,secondary,2237,yes,1,249
10966,0,43,single,secondary,1304,yes,0,219.5
10967,1,47,married,primary,7708,no,0,260.9
10968,0,58,married,tertiary,35,no,1,298.1
10969,0,20,single,secondary,502,no,0,140.3
10970,1,59,single,tertiary,5314,yes,1,349.1
10971,1,38,single,secondary,-196,yes,1,264.5
10972,0,58,married,secondary,565,no,1,311.3
10973,1,57,married,secondary,1592,yes,0,286.6
10974,0,32,married,tertiary,34,yes,0,225.4
10975,0,35,married,secondary,0,no,0,194.7
10976,1,36,married,secondary,9,no,1,247.5
10977,1,31,married,tertiary,-617,yes,1,247.1
10978,0,26,single,secondary,455,yes,1,180.3
10979,0,33,married,secondary,4040,no,1,228.1
10980,1,31,single,secondary,757,yes,0,194.3
10981,1,45,married,secondary,1343,yes,1,307.6
10982,0,34,married,tertiary,209,yes,1,221.1
10983,1,62,married,tertiary,415,no,1,354.5
10984,0,47,married,secondary,57,no,1,282
10985,0,53,married,tertiary,-626,yes,1,302.3
10986,0,47,married,tertiary,145,yes,1,300.9
10987,0,40,married,secondary,4795,yes,1,214.5
10988,0,26,single,secondary,3672,no,0,175.4
10989,1,44,single,secondary,181,yes,1,241.6
10990,0,31,married,secondary,156,yes,0,179.6
10991,0,30,divorced,primary,-94,yes,0,208.7
10992,0,34,single,tertiary,347,yes,0,169.3
10993,1,43,married,secondary,1574,yes,0,246.3
10994,0,44,married,secondary,1071,yes,1,273.9
10995,0,34,married,primary,244,no,1,235.1
10996,0,38,single,primary,1373,yes,1,235.9
10997,1,43,married,secondary,764,yes,1,261.7
10998,1,51,married,tertiary,2007,no,1,316.2
10999,0,35,married,secondary,3161,yes,0,214.2
11000,1,36,married,tertiary,49,yes,1,283.5
11001,0,34,single,secondary,846,no,1,255.3
11002,1,47,married,tertiary,150,yes,1,300.7
11003,0,36,married,secondary,257,yes,1,191.5
11004,0,32,married,primary,61,yes,1,217.6
11005,1,36,divorced,secondary,66,no,0,242.7
11006,1,41,divorced,secondary,7702,yes,1,270.6
